week_start,week_of_year,category,district,season_factor,demand_kg,is_demo_sample
2024-04-22,17,Spices & Herbs,Chennai,1.27,884.2,True
2024-04-22,17,Spices & Herbs,Erode,1.27,642.9,True
2024-04-22,17,Spices & Herbs,Thanjavur,1.27,585.6,True
2024-04-22,17,Nuts & Oilseeds,Coimbatore,1.27,850.6,True
2024-04-22,17,Nuts & Oilseeds,Madurai,1.27,779.8,True
2024-04-22,17,Nuts & Oilseeds,Chennai,1.27,1117.4,True
2024-04-22,17,Nuts & Oilseeds,Erode,1.27,799.2,True
2024-04-22,17,Nuts & Oilseeds,Thanjavur,1.27,972.3,True
2024-04-29,18,Vegetables,Coimbatore,1.25,1895.1,True
2024-04-29,18,Vegetables,Madurai,1.25,2205.1,True
2024-04-29,18,Vegetables,Chennai,1.25,2753.4,True
2024-04-29,18,Vegetables,Erode,1.25,1583.4,True
2024-04-29,18,Vegetables,Thanjavur,1.25,1835.1,True
2024-04-29,18,Fruits,Coimbatore,1.25,1279.8,True
2024-04-29,18,Fruits,Madurai,1.25,1156.1,True
2024-04-29,18,Fruits,Chennai,1.25,1819.9,True
2024-04-29,18,Fruits,Erode,1.25,1188.7,True
2024-04-29,18,Fruits,Thanjavur,1.25,1455.9,True
2024-04-29,18,Grains & Pulses,Coimbatore,1.25,3231.4,True
2024-04-29,18,Grains & Pulses,Madurai,1.25,2778.7,True
2024-04-29,18,Grains & Pulses,Chennai,1.25,4382.7,True
2024-04-29,18,Grains & Pulses,Erode,1.25,2907.5,True
2024-04-29,18,Grains & Pulses,Thanjavur,1.25,2970.8,True
2024-04-29,18,Spices & Herbs,Coimbatore,1.25,603.6,True
2024-04-29,18,Spices & Herbs,Madurai,1.25,660.1,True
2024-04-29,18,Spices & Herbs,Chennai,1.25,702.8,True
2024-04-29,18,Spices & Herbs,Erode,1.25,542.6,True
2024-04-29,18,Spices & Herbs,Thanjavur,1.25,667.9,True
2024-04-29,18,Nuts & Oilseeds,Coimbatore,1.25,956.9,True
2024-04-29,18,Nuts & Oilseeds,Madurai,1.25,944.2,True
2024-04-29,18,Nuts & Oilseeds,Chennai,1.25,1266.3,True
2024-04-29,18,Nuts & Oilseeds,Erode,1.25,877.2,True
2024-04-29,18,Nuts & Oilseeds,Thanjavur,1.25,995.9,True
2024-05-06,19,Vegetables,Coimbatore,1.22,1885.7,True
2024-05-06,19,Vegetables,Madurai,1.22,1645.5,True
2024-05-06,19,Vegetables,Chennai,1.22,2367.9,True
2024-05-06,19,Vegetables,Erode,1.22,1570.6,True
2024-05-06,19,Vegetables,Thanjavur,1.22,1831.4,True
2024-05-06,19,Fruits,Coimbatore,1.22,1280.5,True
2024-05-06,19,Fruits,Madurai,1.22,1113.5,True
2024-05-06,19,Fruits,Chennai,1.22,1518.2,True
2024-05-06,19,Fruits,Erode,1.22,1262.2,True
2024-05-06,19,Fruits,Thanjavur,1.22,1516.1,True
2024-05-06,19,Grains & Pulses,Coimbatore,1.22,3484.9,True
2024-05-06,19,Grains & Pulses,Madurai,1.22,2771.2,True
2024-05-06,19,Grains & Pulses,Chennai,1.22,3677.0,True
2024-05-06,19,Grains & Pulses,Erode,1.22,2901.0,True
2024-05-06,19,Grains & Pulses,Thanjavur,1.22,3202.1,True
2024-05-06,19,Spices & Herbs,Coimbatore,1.22,716.4,True
2024-05-06,19,Spices & Herbs,Madurai,1.22,690.5,True
2024-05-06,19,Spices & Herbs,Chennai,1.22,788.6,True
2024-05-06,19,Spices & Herbs,Erode,1.22,562.4,True
2024-05-06,19,Spices & Herbs,Thanjavur,1.22,690.5,True
2024-05-06,19,Nuts & Oilseeds,Coimbatore,1.22,1032.2,True
2024-05-06,19,Nuts & Oilseeds,Madurai,1.22,838.8,True
2024-05-06,19,Nuts & Oilseeds,Chennai,1.22,1223.7,True
2024-05-06,19,Nuts & Oilseeds,Erode,1.22,700.0,True
2024-05-06,19,Nuts & Oilseeds,Thanjavur,1.22,862.2,True
2024-05-13,20,Vegetables,Coimbatore,1.2,1891.1,True
2024-05-13,20,Vegetables,Madurai,1.2,1778.0,True
2024-05-13,20,Vegetables,Chennai,1.2,2665.8,True
2024-05-13,20,Vegetables,Erode,1.2,1500.3,True
2024-05-13,20,Vegetables,Thanjavur,1.2,1650.0,True
2024-05-13,20,Fruits,Coimbatore,1.2,1339.9,True
2024-05-13,20,Fruits,Madurai,1.2,1295.3,True
2024-05-13,20,Fruits,Chennai,1.2,1797.1,True
2024-05-13,20,Fruits,Erode,1.2,1302.0,True
2024-05-13,20,Fruits,Thanjavur,1.2,1346.1,True
2024-05-13,20,Grains & Pulses,Coimbatore,1.2,3424.5,True
2024-05-13,20,Grains & Pulses,Madurai,1.2,2872.7,True
2024-05-13,20,Grains & Pulses,Chennai,1.2,3348.4,True
2024-05-13,20,Grains & Pulses,Erode,1.2,2830.5,True
2024-05-13,20,Grains & Pulses,Thanjavur,1.2,3466.4,True
2024-05-13,20,Spices & Herbs,Coimbatore,1.2,700.4,True
2024-05-13,20,Spices & Herbs,Madurai,1.2,589.2,True
2024-05-13,20,Spices & Herbs,Chennai,1.2,704.3,True
2024-05-13,20,Spices & Herbs,Erode,1.2,469.8,True
2024-05-13,20,Spices & Herbs,Thanjavur,1.2,704.0,True
2024-05-13,20,Nuts & Oilseeds,Coimbatore,1.2,843.3,True
2024-05-13,20,Nuts & Oilseeds,Madurai,1.2,825.0,True
2024-05-13,20,Nuts & Oilseeds,Chennai,1.2,1140.3,True
2024-05-13,20,Nuts & Oilseeds,Erode,1.2,784.6,True
2024-05-13,20,Nuts & Oilseeds,Thanjavur,1.2,855.7,True
2024-05-20,21,Vegetables,Coimbatore,1.17,1725.6,True
2024-05-20,21,Vegetables,Madurai,1.17,1792.2,True
2024-05-20,21,Vegetables,Chennai,1.17,2591.3,True
2024-05-20,21,Vegetables,Erode,1.17,1835.5,True
2024-05-20,21,Vegetables,Thanjavur,1.17,1764.1,True
2024-05-20,21,Fruits,Coimbatore,1.17,1228.7,True
2024-05-20,21,Fruits,Madurai,1.17,1173.4,True
2024-05-20,21,Fruits,Chennai,1.17,1780.8,True
2024-05-20,21,Fruits,Erode,1.17,1124.3,True
2024-05-20,21,Fruits,Thanjavur,1.17,1338.2,True
2024-05-20,21,Grains & Pulses,Coimbatore,1.17,3195.8,True
2024-05-20,21,Grains & Pulses,Madurai,1.17,2510.4,True
2024-05-20,21,Grains & Pulses,Chennai,1.17,3554.9,True
2024-05-20,21,Grains & Pulses,Erode,1.17,2725.3,True
2024-05-20,21,Grains & Pulses,Thanjavur,1.17,3119.3,True
2024-05-20,21,Spices & Herbs,Coimbatore,1.17,658.2,True
2024-05-20,21,Spices & Herbs,Madurai,1.17,495.0,True
2024-05-20,21,Spices & Herbs,Chennai,1.17,807.5,True
2024-05-20,21,Spices & Herbs,Erode,1.17,512.7,True
2024-05-20,21,Spices & Herbs,Thanjavur,1.17,648.1,True
2024-05-20,21,Nuts & Oilseeds,Coimbatore,1.17,927.3,True
2024-05-20,21,Nuts & Oilseeds,Madurai,1.17,834.3,True
2024-05-20,21,Nuts & Oilseeds,Chennai,1.17,1197.7,True
2024-05-20,21,Nuts & Oilseeds,Erode,1.17,769.2,True
2024-05-20,21,Nuts & Oilseeds,Thanjavur,1.17,876.9,True
2024-05-27,22,Vegetables,Coimbatore,1.14,1793.6,True
2024-05-27,22,Vegetables,Madurai,1.14,1860.5,True
2024-05-27,22,Vegetables,Chennai,1.14,2098.1,True
2024-05-27,22,Vegetables,Erode,1.14,1510.6,True
2024-05-27,22,Vegetables,Thanjavur,1.14,1702.3,True
2024-05-27,22,Fruits,Coimbatore,1.14,1301.3,True
2024-05-27,22,Fruits,Madurai,1.14,1027.1,True
2024-05-27,22,Fruits,Chennai,1.14,1448.2,True
2024-05-27,22,Fruits,Erode,1.14,1092.5,True
2024-05-27,22,Fruits,Thanjavur,1.14,1151.7,True
2024-05-27,22,Grains & Pulses,Coimbatore,1.14,3418.2,True
2024-05-27,22,Grains & Pulses,Madurai,1.14,3030.8,True
2024-05-27,22,Grains & Pulses,Chennai,1.14,3421.8,True
2024-05-27,22,Grains & Pulses,Erode,1.14,2514.6,True
2024-05-27,22,Grains & Pulses,Thanjavur,1.14,3268.5,True
2024-05-27,22,Spices & Herbs,Coimbatore,1.14,645.0,True
2024-05-27,22,Spices & Herbs,Madurai,1.14,510.5,True
2024-05-27,22,Spices & Herbs,Chennai,1.14,610.3,True
2024-05-27,22,Spices & Herbs,Erode,1.14,549.0,True
2024-05-27,22,Spices & Herbs,Thanjavur,1.14,527.3,True
2024-05-27,22,Nuts & Oilseeds,Coimbatore,1.14,1000.0,True
2024-05-27,22,Nuts & Oilseeds,Madurai,1.14,927.3,True
2024-05-27,22,Nuts & Oilseeds,Chennai,1.14,1167.9,True
2024-05-27,22,Nuts & Oilseeds,Erode,1.14,807.0,True
2024-05-27,22,Nuts & Oilseeds,Thanjavur,1.14,726.3,True
2024-06-03,23,Vegetables,Coimbatore,1.11,1891.1,True
2024-06-03,23,Vegetables,Madurai,1.11,1813.9,True
2024-06-03,23,Vegetables,Chennai,1.11,2456.3,True
2024-06-03,23,Vegetables,Erode,1.11,1595.5,True
2024-06-03,23,Vegetables,Thanjavur,1.11,1699.7,True
2024-06-03,23,Fruits,Coimbatore,1.11,1168.9,True
2024-06-03,23,Fruits,Madurai,1.11,1146.6,True
2024-06-03,23,Fruits,Chennai,1.11,1258.0,True
2024-06-03,23,Fruits,Erode,1.11,1096.2,True
2024-06-03,23,Fruits,Thanjavur,1.11,1159.8,True
2024-06-03,23,Grains & Pulses,Coimbatore,1.11,2738.1,True
2024-06-03,23,Grains & Pulses,Madurai,1.11,2384.7,True
2024-06-03,23,Grains & Pulses,Chennai,1.11,2961.2,True
2024-06-03,23,Grains & Pulses,Erode,1.11,2290.2,True
2024-06-03,23,Grains & Pulses,Thanjavur,1.11,2956.4,True
2024-06-03,23,Spices & Herbs,Coimbatore,1.11,651.5,True
2024-06-03,23,Spices & Herbs,Madurai,1.11,604.5,True
2024-06-03,23,Spices & Herbs,Chennai,1.11,757.4,True
2024-06-03,23,Spices & Herbs,Erode,1.11,529.5,True
2024-06-03,23,Spices & Herbs,Thanjavur,1.11,591.6,True
2024-06-03,23,Nuts & Oilseeds,Coimbatore,1.11,953.5,True
2024-06-03,23,Nuts & Oilseeds,Madurai,1.11,888.5,True
2024-06-03,23,Nuts & Oilseeds,Chennai,1.11,1046.8,True
2024-06-03,23,Nuts & Oilseeds,Erode,1.11,625.1,True
2024-06-03,23,Nuts & Oilseeds,Thanjavur,1.11,912.4,True
2024-06-10,24,Vegetables,Coimbatore,1.07,1973.3,True
2024-06-10,24,Vegetables,Madurai,1.07,1857.6,True
2024-06-10,24,Vegetables,Chennai,1.07,2054.7,True
2024-06-10,24,Vegetables,Erode,1.07,1419.7,True
2024-06-10,24,Vegetables,Thanjavur,1.07,1613.1,True
2024-06-10,24,Fruits,Coimbatore,1.07,1319.9,True
2024-06-10,24,Fruits,Madurai,1.07,1231.4,True
2024-06-10,24,Fruits,Chennai,1.07,1214.4,True
2024-06-10,24,Fruits,Erode,1.07,965.3,True
2024-06-10,24,Fruits,Thanjavur,1.07,1159.5,True
2024-06-10,24,Grains & Pulses,Coimbatore,1.07,3223.9,True
2024-06-10,24,Grains & Pulses,Madurai,1.07,2892.2,True
2024-06-10,24,Grains & Pulses,Chennai,1.07,3018.1,True
2024-06-10,24,Grains & Pulses,Erode,1.07,2350.3,True
2024-06-10,24,Grains & Pulses,Thanjavur,1.07,2741.1,True
2024-06-10,24,Spices & Herbs,Coimbatore,1.07,618.3,True
2024-06-10,24,Spices & Herbs,Madurai,1.07,581.5,True
2024-06-10,24,Spices & Herbs,Chennai,1.07,727.4,True
2024-06-10,24,Spices & Herbs,Erode,1.07,464.5,True
2024-06-10,24,Spices & Herbs,Thanjavur,1.07,539.2,True
2024-06-10,24,Nuts & Oilseeds,Coimbatore,1.07,893.2,True
2024-06-10,24,Nuts & Oilseeds,Madurai,1.07,716.8,True
2024-06-10,24,Nuts & Oilseeds,Chennai,1.07,1051.7,True
2024-06-10,24,Nuts & Oilseeds,Erode,1.07,706.7,True
2024-06-10,24,Nuts & Oilseeds,Thanjavur,1.07,746.8,True
2024-06-17,25,Vegetables,Coimbatore,1.04,1877.1,True
2024-06-17,25,Vegetables,Madurai,1.04,1481.1,True
2024-06-17,25,Vegetables,Chennai,1.04,2140.4,True
2024-06-17,25,Vegetables,Erode,1.04,1624.4,True
2024-06-17,25,Vegetables,Thanjavur,1.04,1478.4,True
2024-06-17,25,Fruits,Coimbatore,1.04,1353.3,True
2024-06-17,25,Fruits,Madurai,1.04,1106.7,True
2024-06-17,25,Fruits,Chennai,1.04,1528.4,True
2024-06-17,25,Fruits,Erode,1.04,844.7,True
2024-06-17,25,Fruits,Thanjavur,1.04,1066.5,True
2024-06-17,25,Grains & Pulses,Coimbatore,1.04,2734.7,True
2024-06-17,25,Grains & Pulses,Madurai,1.04,2375.4,True
2024-06-17,25,Grains & Pulses,Chennai,1.04,3080.0,True
2024-06-17,25,Grains & Pulses,Erode,1.04,2610.4,True
2024-06-17,25,Grains & Pulses,Thanjavur,1.04,2760.0,True
2024-06-17,25,Spices & Herbs,Coimbatore,1.04,587.6,True
2024-06-17,25,Spices & Herbs,Madurai,1.04,539.2,True
2024-06-17,25,Spices & Herbs,Chennai,1.04,660.9,True
2024-06-17,25,Spices & Herbs,Erode,1.04,475.4,True
2024-06-17,25,Spices & Herbs,Thanjavur,1.04,531.8,True
2024-06-17,25,Nuts & Oilseeds,Coimbatore,1.04,868.5,True
2024-06-17,25,Nuts & Oilseeds,Madurai,1.04,665.3,True
2024-06-17,25,Nuts & Oilseeds,Chennai,1.04,901.5,True
2024-06-17,25,Nuts & Oilseeds,Erode,1.04,724.9,True
2024-06-17,25,Nuts & Oilseeds,Thanjavur,1.04,875.7,True
2024-06-24,26,Vegetables,Coimbatore,1.0,1729.0,True
2024-06-24,26,Vegetables,Madurai,1.0,1715.2,True
2024-06-24,26,Vegetables,Chennai,1.0,1866.3,True
2024-06-24,26,Vegetables,Erode,1.0,1245.8,True
2024-06-24,26,Vegetables,Thanjavur,1.0,1729.5,True
2024-06-24,26,Fruits,Coimbatore,1.0,1118.9,True
2024-06-24,26,Fruits,Madurai,1.0,1126.2,True
2024-06-24,26,Fruits,Chennai,1.0,1346.8,True
2024-06-24,26,Fruits,Erode,1.0,1067.1,True
2024-06-24,26,Fruits,Thanjavur,1.0,1069.6,True
2024-06-24,26,Grains & Pulses,Coimbatore,1.0,2384.1,True
2024-06-24,26,Grains & Pulses,Madurai,1.0,2528.4,True
2024-06-24,26,Grains & Pulses,Chennai,1.0,2685.5,True
2024-06-24,26,Grains & Pulses,Erode,1.0,2404.2,True
2024-06-24,26,Grains & Pulses,Thanjavur,1.0,2720.6,True
2024-06-24,26,Spices & Herbs,Coimbatore,1.0,540.5,True
2024-06-24,26,Spices & Herbs,Madurai,1.0,501.0,True
2024-06-24,26,Spices & Herbs,Chennai,1.0,538.5,True
2024-06-24,26,Spices & Herbs,Erode,1.0,459.4,True
2024-06-24,26,Spices & Herbs,Thanjavur,1.0,527.2,True
2024-06-24,26,Nuts & Oilseeds,Coimbatore,1.0,722.1,True
2024-06-24,26,Nuts & Oilseeds,Madurai,1.0,676.8,True
2024-06-24,26,Nuts & Oilseeds,Chennai,1.0,975.8,True
2024-06-24,26,Nuts & Oilseeds,Erode,1.0,658.7,True
2024-06-24,26,Nuts & Oilseeds,Thanjavur,1.0,812.9,True
2024-07-01,27,Vegetables,Coimbatore,0.96,1803.3,True
2024-07-01,27,Vegetables,Madurai,0.96,1469.2,True
2024-07-01,27,Vegetables,Chennai,0.96,2047.6,True
2024-07-01,27,Vegetables,Erode,0.96,1524.4,True
2024-07-01,27,Vegetables,Thanjavur,0.96,1749.7,True
2024-07-01,27,Fruits,Coimbatore,0.96,1203.7,True
2024-07-01,27,Fruits,Madurai,0.96,1016.4,True
2024-07-01,27,Fruits,Chennai,0.96,1360.4,True
2024-07-01,27,Fruits,Erode,0.96,794.5,True
2024-07-01,27,Fruits,Thanjavur,0.96,1051.2,True
2024-07-01,27,Grains & Pulses,Coimbatore,0.96,2917.7,True
2024-07-01,27,Grains & Pulses,Madurai,0.96,2597.0,True
2024-07-01,27,Grains & Pulses,Chennai,0.96,2585.5,True
2024-07-01,27,Grains & Pulses,Erode,0.96,1873.1,True
2024-07-01,27,Grains & Pulses,Thanjavur,0.96,2530.1,True
2024-07-01,27,Spices & Herbs,Coimbatore,0.96,562.6,True
2024-07-01,27,Spices & Herbs,Madurai,0.96,485.5,True
2024-07-01,27,Spices & Herbs,Chennai,0.96,606.9,True
2024-07-01,27,Spices & Herbs,Erode,0.96,477.3,True
2024-07-01,27,Spices & Herbs,Thanjavur,0.96,458.1,True
2024-07-01,27,Nuts & Oilseeds,Coimbatore,0.96,717.0,True
2024-07-01,27,Nuts & Oilseeds,Madurai,0.96,756.0,True
2024-07-01,27,Nuts & Oilseeds,Chennai,0.96,887.4,True
2024-07-01,27,Nuts & Oilseeds,Erode,0.96,629.0,True
2024-07-01,27,Nuts & Oilseeds,Thanjavur,0.96,692.0,True
2024-07-08,28,Vegetables,Coimbatore,0.93,1365.9,True
2024-07-08,28,Vegetables,Madurai,0.93,1386.9,True
2024-07-08,28,Vegetables,Chennai,0.93,1766.1,True
2024-07-08,28,Vegetables,Erode,0.93,1209.8,True
2024-07-08,28,Vegetables,Thanjavur,0.93,1539.3,True
2024-07-08,28,Fruits,Coimbatore,0.93,1008.6,True
2024-07-08,28,Fruits,Madurai,0.93,1112.8,True
2024-07-08,28,Fruits,Chennai,0.93,1355.1,True
2024-07-08,28,Fruits,Erode,0.93,751.6,True
2024-07-08,28,Fruits,Thanjavur,0.93,936.4,True
2024-07-08,28,Grains & Pulses,Coimbatore,0.93,2519.3,True
2024-07-08,28,Grains & Pulses,Madurai,0.93,2126.9,True
2024-07-08,28,Grains & Pulses,Chennai,0.93,2483.6,True
2024-07-08,28,Grains & Pulses,Erode,0.93,2335.2,True
2024-07-08,28,Grains & Pulses,Thanjavur,0.93,2025.0,True
2024-07-08,28,Spices & Herbs,Coimbatore,0.93,443.5,True
2024-07-08,28,Spices & Herbs,Madurai,0.93,465.4,True
2024-07-08,28,Spices & Herbs,Chennai,0.93,624.4,True
2024-07-08,28,Spices & Herbs,Erode,0.93,401.6,True
2024-07-08,28,Spices & Herbs,Thanjavur,0.93,468.0,True
2024-07-08,28,Nuts & Oilseeds,Coimbatore,0.93,821.2,True
2024-07-08,28,Nuts & Oilseeds,Madurai,0.93,651.8,True
2024-07-08,28,Nuts & Oilseeds,Chennai,0.93,817.9,True
2024-07-08,28,Nuts & Oilseeds,Erode,0.93,651.7,True
2024-07-08,28,Nuts & Oilseeds,Thanjavur,0.93,663.1,True
2024-07-15,29,Vegetables,Coimbatore,0.89,1679.9,True
2024-07-15,29,Vegetables,Madurai,0.89,1225.3,True
2024-07-15,29,Vegetables,Chennai,0.89,1653.8,True
2024-07-15,29,Vegetables,Erode,0.89,1108.0,True
2024-07-15,29,Vegetables,Thanjavur,0.89,1498.3,True
2024-07-15,29,Fruits,Coimbatore,0.89,944.4,True
2024-07-15,29,Fruits,Madurai,0.89,804.1,True
2024-07-15,29,Fruits,Chennai,0.89,1228.4,True
2024-07-15,29,Fruits,Erode,0.89,893.2,True
2024-07-15,29,Fruits,Thanjavur,0.89,907.3,True
2024-07-15,29,Grains & Pulses,Coimbatore,0.89,2164.4,True
2024-07-15,29,Grains & Pulses,Madurai,0.89,2229.8,True
2024-07-15,29,Grains & Pulses,Chennai,0.89,3112.2,True
2024-07-15,29,Grains & Pulses,Erode,0.89,1672.1,True
2024-07-15,29,Grains & Pulses,Thanjavur,0.89,2508.3,True
2024-07-15,29,Spices & Herbs,Coimbatore,0.89,427.1,True
2024-07-15,29,Spices & Herbs,Madurai,0.89,491.1,True
2024-07-15,29,Spices & Herbs,Chennai,0.89,597.2,True
2024-07-15,29,Spices & Herbs,Erode,0.89,457.2,True
2024-07-15,29,Spices & Herbs,Thanjavur,0.89,529.8,True
2024-07-15,29,Nuts & Oilseeds,Coimbatore,0.89,715.2,True
2024-07-15,29,Nuts & Oilseeds,Madurai,0.89,618.3,True
2024-07-15,29,Nuts & Oilseeds,Chennai,0.89,884.8,True
2024-07-15,29,Nuts & Oilseeds,Erode,0.89,658.4,True
2024-07-15,29,Nuts & Oilseeds,Thanjavur,0.89,608.0,True
2024-07-22,30,Vegetables,Coimbatore,0.86,1392.7,True
2024-07-22,30,Vegetables,Madurai,0.86,1401.1,True
2024-07-22,30,Vegetables,Chennai,0.86,1452.8,True
2024-07-22,30,Vegetables,Erode,0.86,1355.0,True
2024-07-22,30,Vegetables,Thanjavur,0.86,1275.1,True
2024-07-22,30,Fruits,Coimbatore,0.86,918.6,True
2024-07-22,30,Fruits,Madurai,0.86,881.3,True
2024-07-22,30,Fruits,Chennai,0.86,1253.5,True
2024-07-22,30,Fruits,Erode,0.86,740.9,True
2024-07-22,30,Fruits,Thanjavur,0.86,950.0,True
2024-07-22,30,Grains & Pulses,Coimbatore,0.86,2416.6,True
2024-07-22,30,Grains & Pulses,Madurai,0.86,2215.7,True
2024-07-22,30,Grains & Pulses,Chennai,0.86,2549.3,True
2024-07-22,30,Grains & Pulses,Erode,0.86,1878.5,True
2024-07-22,30,Grains & Pulses,Thanjavur,0.86,2286.0,True
2024-07-22,30,Spices & Herbs,Coimbatore,0.86,418.4,True
2024-07-22,30,Spices & Herbs,Madurai,0.86,395.5,True
2024-07-22,30,Spices & Herbs,Chennai,0.86,487.9,True
2024-07-22,30,Spices & Herbs,Erode,0.86,438.7,True
2024-07-22,30,Spices & Herbs,Thanjavur,0.86,503.0,True
2024-07-22,30,Nuts & Oilseeds,Coimbatore,0.86,627.3,True
2024-07-22,30,Nuts & Oilseeds,Madurai,0.86,585.8,True
2024-07-22,30,Nuts & Oilseeds,Chennai,0.86,779.9,True
2024-07-22,30,Nuts & Oilseeds,Erode,0.86,520.0,True
2024-07-22,30,Nuts & Oilseeds,Thanjavur,0.86,566.2,True
2024-07-29,31,Vegetables,Coimbatore,0.83,1360.8,True
2024-07-29,31,Vegetables,Madurai,0.83,1284.8,True
2024-07-29,31,Vegetables,Chennai,0.83,1401.2,True
2024-07-29,31,Vegetables,Erode,0.83,1164.2,True
2024-07-29,31,Vegetables,Thanjavur,0.83,1186.7,True
2024-07-29,31,Fruits,Coimbatore,0.83,903.7,True
2024-07-29,31,Fruits,Madurai,0.83,959.0,True
2024-07-29,31,Fruits,Chennai,0.83,1225.9,True
2024-07-29,31,Fruits,Erode,0.83,690.0,True
2024-07-29,31,Fruits,Thanjavur,0.83,1015.1,True
2024-07-29,31,Grains & Pulses,Coimbatore,0.83,1919.6,True
2024-07-29,31,Grains & Pulses,Madurai,0.83,2160.1,True
2024-07-29,31,Grains & Pulses,Chennai,0.83,2381.1,True
2024-07-29,31,Grains & Pulses,Erode,0.83,1944.1,True
2024-07-29,31,Grains & Pulses,Thanjavur,0.83,2044.1,True
2024-07-29,31,Spices & Herbs,Coimbatore,0.83,404.5,True
2024-07-29,31,Spices & Herbs,Madurai,0.83,422.7,True
2024-07-29,31,Spices & Herbs,Chennai,0.83,449.8,True
2024-07-29,31,Spices & Herbs,Erode,0.83,349.5,True
2024-07-29,31,Spices & Herbs,Thanjavur,0.83,402.9,True
2024-07-29,31,Nuts & Oilseeds,Coimbatore,0.83,606.8,True
2024-07-29,31,Nuts & Oilseeds,Madurai,0.83,632.7,True
2024-07-29,31,Nuts & Oilseeds,Chennai,0.83,695.9,True
2024-07-29,31,Nuts & Oilseeds,Erode,0.83,616.1,True
2024-07-29,31,Nuts & Oilseeds,Thanjavur,0.83,588.0,True
2024-08-05,32,Vegetables,Coimbatore,0.8,1517.8,True
2024-08-05,32,Vegetables,Madurai,0.8,1208.4,True
2024-08-05,32,Vegetables,Chennai,0.8,1431.2,True
2024-08-05,32,Vegetables,Erode,0.8,975.1,True
2024-08-05,32,Vegetables,Thanjavur,0.8,1171.1,True
2024-08-05,32,Fruits,Coimbatore,0.8,946.0,True
2024-08-05,32,Fruits,Madurai,0.8,737.9,True
2024-08-05,32,Fruits,Chennai,0.8,1216.1,True
2024-08-05,32,Fruits,Erode,0.8,829.0,True
2024-08-05,32,Fruits,Thanjavur,0.8,974.8,True
2024-08-05,32,Grains & Pulses,Coimbatore,0.8,1929.8,True
2024-08-05,32,Grains & Pulses,Madurai,0.8,1887.6,True
2024-08-05,32,Grains & Pulses,Chennai,0.8,2391.0,True
2024-08-05,32,Grains & Pulses,Erode,0.8,1818.8,True
2024-08-05,32,Grains & Pulses,Thanjavur,0.8,2080.0,True
2024-08-05,32,Spices & Herbs,Coimbatore,0.8,396.4,True
2024-08-05,32,Spices & Herbs,Madurai,0.8,355.0,True
2024-08-05,32,Spices & Herbs,Chennai,0.8,523.9,True
2024-08-05,32,Spices & Herbs,Erode,0.8,385.5,True
2024-08-05,32,Spices & Herbs,Thanjavur,0.8,461.3,True
2024-08-05,32,Nuts & Oilseeds,Coimbatore,0.8,643.6,True
2024-08-05,32,Nuts & Oilseeds,Madurai,0.8,527.1,True
2024-08-05,32,Nuts & Oilseeds,Chennai,0.8,629.5,True
2024-08-05,32,Nuts & Oilseeds,Erode,0.8,593.9,True
2024-08-05,32,Nuts & Oilseeds,Thanjavur,0.8,594.3,True
2024-08-12,33,Vegetables,Coimbatore,0.78,1272.4,True
2024-08-12,33,Vegetables,Madurai,0.78,1187.0,True
2024-08-12,33,Vegetables,Chennai,0.78,1745.8,True
2024-08-12,33,Vegetables,Erode,0.78,1233.7,True
2024-08-12,33,Vegetables,Thanjavur,0.78,1171.2,True
2024-08-12,33,Fruits,Coimbatore,0.78,768.9,True
2024-08-12,33,Fruits,Madurai,0.78,706.9,True
2024-08-12,33,Fruits,Chennai,0.78,911.6,True
2024-08-12,33,Fruits,Erode,0.78,826.9,True
2024-08-12,33,Fruits,Thanjavur,0.78,887.8,True
2024-08-12,33,Grains & Pulses,Coimbatore,0.78,2028.6,True
2024-08-12,33,Grains & Pulses,Madurai,0.78,2110.9,True
2024-08-12,33,Grains & Pulses,Chennai,0.78,2125.3,True
2024-08-12,33,Grains & Pulses,Erode,0.78,1516.8,True
2024-08-12,33,Grains & Pulses,Thanjavur,0.78,2094.8,True
2024-08-12,33,Spices & Herbs,Coimbatore,0.78,434.0,True
2024-08-12,33,Spices & Herbs,Madurai,0.78,402.1,True
2024-08-12,33,Spices & Herbs,Chennai,0.78,519.5,True
2024-08-12,33,Spices & Herbs,Erode,0.78,302.6,True
2024-08-12,33,Spices & Herbs,Thanjavur,0.78,381.8,True
2024-08-12,33,Nuts & Oilseeds,Coimbatore,0.78,617.4,True
2024-08-12,33,Nuts & Oilseeds,Madurai,0.78,606.5,True
2024-08-12,33,Nuts & Oilseeds,Chennai,0.78,653.8,True
2024-08-12,33,Nuts & Oilseeds,Erode,0.78,549.1,True
2024-08-12,33,Nuts & Oilseeds,Thanjavur,0.78,547.0,True
2024-08-19,34,Vegetables,Coimbatore,0.75,1419.7,True
2024-08-19,34,Vegetables,Madurai,0.75,1130.1,True
2024-08-19,34,Vegetables,Chennai,0.75,1590.6,True
2024-08-19,34,Vegetables,Erode,0.75,1061.9,True
2024-08-19,34,Vegetables,Thanjavur,0.75,1326.9,True
2024-08-19,34,Fruits,Coimbatore,0.75,823.9,True
2024-08-19,34,Fruits,Madurai,0.75,795.2,True
2024-08-19,34,Fruits,Chennai,0.75,1106.0,True
2024-08-19,34,Fruits,Erode,0.75,710.2,True
2024-08-19,34,Fruits,Thanjavur,0.75,789.5,True
